index,class,cap-shape,cap-surface,cap-color,odor,population,habitat
6995,edible,knobbed,smooth,brown,none,clustered,leaves
6996,poisonous,flat,scaly,red,spicy,several,woods
6997,poisonous,knobbed,scaly,red,spicy,several,woods
6998,edible,knobbed,fibrous,white,none,scattered,grasses
6999,edible,convex,smooth,gray,none,scattered,grasses
7000,edible,knobbed,smooth,brown,none,several,leaves
7001,poisonous,knobbed,scaly,red,spicy,several,woods
7002,poisonous,knobbed,scaly,brown,spicy,several,leaves
7003,poisonous,knobbed,smooth,red,spicy,several,paths
7004,edible,convex,smooth,white,none,scattered,grasses
7005,edible,knobbed,smooth,white,none,numerous,grasses
7006,edible,knobbed,smooth,white,none,scattered,grasses
7007,poisonous,knobbed,smooth,red,foul,several,leaves
7008,poisonous,convex,smooth,red,spicy,several,paths
7009,edible,knobbed,smooth,gray,none,scattered,grasses
7010,edible,convex,fibrous,white,none,scattered,grasses
7011,poisonous,knobbed,scaly,red,foul,several,woods
7012,edible,bell,smooth,white,none,scattered,grasses
7013,poisonous,knobbed,smooth,red,spicy,several,paths
7014,poisonous,flat,smooth,brown,foul,several,paths
7015,poisonous,flat,scaly,brown,foul,several,woods
7016,edible,knobbed,smooth,gray,none,scattered,grasses
7017,edible,convex,smooth,white,none,numerous,grasses
7018,poisonous,flat,scaly,red,fishy,several,paths
7019,poisonous,convex,smooth,red,foul,several,woods
7020,edible,convex,fibrous,white,none,scattered,grasses
7021,edible,knobbed,fibrous,white,none,numerous,grasses
7022,poisonous,flat,smooth,red,spicy,several,woods
7023,edible,flat,smooth,gray,none,several,paths
7024,poisonous,knobbed,smooth,red,fishy,several,woods
7025,poisonous,convex,smooth,brown,fishy,several,paths
7026,edible,knobbed,smooth,brown,none,clustered,leaves
7027,edible,convex,smooth,brown,none,clustered,leaves
7028,poisonous,knobbed,scaly,red,spicy,several,leaves
7029,poisonous,convex,smooth,red,fishy,several,woods
7030,poisonous,convex,smooth,brown,spicy,several,woods
7031,poisonous,knobbed,smooth,red,fishy,several,woods
7032,poisonous,convex,smooth,brown,fishy,several,leaves
7033,edible,knobbed,fibrous,white,none,numerous,grasses
7034,edible,knobbed,smooth,brown,none,clustered,leaves
7035,poisonous,knobbed,scaly,cinnamon,musty,clustered,woods
7036,edible,convex,fibrous,gray,none,scattered,grasses
7037,edible,convex,smooth,brown,none,several,leaves
7038,edible,convex,smooth,brown,none,several,leaves
7039,poisonous,knobbed,scaly,red,spicy,several,paths
7040,edible,knobbed,fibrous,white,none,numerous,grasses
7041,edible,convex,fibrous,gray,none,scattered,grasses
7042,edible,flat,smooth,brown,none,several,leaves
7043,poisonous,knobbed,scaly,brown,fishy,several,woods
7044,poisonous,knobbed,scaly,brown,spicy,several,leaves
7045,poisonous,flat,scaly,brown,spicy,several,woods
7046,poisonous,flat,scaly,red,fishy,several,paths
7047,edible,knobbed,fibrous,gray,none,numerous,grasses
7048,poisonous,flat,scaly,red,spicy,several,woods
7049,poisonous,flat,scaly,brown,spicy,several,paths
7050,poisonous,knobbed,smooth,red,spicy,several,leaves
7051,edible,knobbed,smooth,gray,none,scattered,grasses
7052,edible,bell,smooth,brown,none,clustered,leaves
7053,poisonous,knobbed,scaly,brown,foul,several,leaves
7054,poisonous,convex,smooth,brown,spicy,several,paths
7055,edible,bell,smooth,brown,none,several,leaves
7056,poisonous,knobbed,smooth,brown,fishy,several,woods
7057,poisonous,knobbed,smooth,brown,fishy,several,paths
7058,poisonous,knobbed,smooth,red,spicy,several,leaves
7059,poisonous,flat,smooth,red,spicy,several,paths
7060,poisonous,convex,smooth,red,spicy,several,paths
7061,poisonous,convex,smooth,red,fishy,several,woods
7062,poisonous,convex,smooth,brown,spicy,several,woods
7063,poisonous,knobbed,scaly,brown,fishy,several,woods
7064,edible,convex,smooth,pink,none,soletary,paths
7065,poisonous,flat,smooth,red,fishy,several,woods
7066,poisonous,convex,scaly,brown,musty,clustered,woods
7067,poisonous,knobbed,smooth,brown,foul,several,leaves
7068,edible,knobbed,smooth,gray,none,scattered,grasses
7069,poisonous,knobbed,smooth,brown,foul,several,woods
7070,poisonous,flat,scaly,brown,fishy,several,paths
7071,poisonous,knobbed,smooth,brown,spicy,several,paths
7072,poisonous,knobbed,scaly,red,fishy,several,woods
7073,poisonous,flat,scaly,red,foul,several,woods
7074,edible,flat,smooth,cinnamon,none,soletary,paths
7075,poisonous,flat,scaly,brown,foul,several,leaves
7076,poisonous,knobbed,smooth,red,foul,several,woods
7077,poisonous,convex,smooth,red,fishy,several,leaves
7078,poisonous,flat,scaly,red,fishy,several,leaves
7079,poisonous,convex,smooth,brown,foul,several,paths
7080,edible,flat,smooth,brown,none,clustered,leaves
7081,poisonous,flat,smooth,red,spicy,several,woods
7082,poisonous,convex,scaly,red,spicy,several,paths
7083,poisonous,convex,scaly,red,foul,several,woods
7084,poisonous,convex,smooth,red,spicy,several,paths
7085,poisonous,knobbed,smooth,red,foul,several,leaves
7086,poisonous,convex,smooth,red,fishy,several,leaves
7087,edible,bell,fibrous,gray,none,scattered,grasses
7088,poisonous,knobbed,scaly,red,spicy,several,paths
7089,poisonous,knobbed,smooth,red,spicy,several,leaves
7090,edible,knobbed,fibrous,gray,none,numerous,grasses
7091,edible,flat,smooth,brown,none,several,leaves
7092,poisonous,flat,scaly,brown,musty,clustered,woods
7093,poisonous,knobbed,smooth,red,spicy,several,woods
7094,poisonous,flat,smooth,brown,foul,several,leaves
7095,poisonous,knobbed,scaly,brown,foul,several,paths
7096,poisonous,knobbed,smooth,red,fishy,several,leaves
7097,poisonous,knobbed,scaly,brown,fishy,several,paths
7098,poisonous,knobbed,scaly,brown,fishy,several,leaves
7099,edible,convex,fibrous,gray,none,numerous,grasses
7100,poisonous,knobbed,scaly,red,foul,several,paths
7101,poisonous,convex,scaly,cinnamon,musty,clustered,woods
7102,poisonous,knobbed,scaly,red,spicy,several,paths
7103,poisonous,knobbed,scaly,red,spicy,several,leaves
7104,edible,bell,smooth,white,none,scattered,grasses
7105,poisonous,knobbed,smooth,brown,fishy,several,woods
7106,poisonous,convex,smooth,red,fishy,several,paths
7107,poisonous,flat,scaly,brown,foul,several,leaves
7108,poisonous,flat,smooth,red,fishy,several,paths
7109,poisonous,knobbed,scaly,red,foul,several,woods
7110,poisonous,knobbed,scaly,red,foul,several,woods
7111,edible,bell,fibrous,white,none,numerous,grasses
7112,poisonous,knobbed,scaly,brown,musty,clustered,woods
7113,poisonous,flat,scaly,red,fishy,several,woods
7114,poisonous,knobbed,smooth,brown,foul,several,paths
7115,poisonous,knobbed,scaly,brown,foul,several,paths
7116,poisonous,convex,smooth,red,spicy,several,leaves
7117,edible,convex,scaly,gray,none,several,paths
7118,poisonous,flat,smooth,brown,fishy,several,woods
7119,poisonous,knobbed,scaly,red,fishy,several,paths
7120,edible,knobbed,fibrous,white,none,numerous,grasses
7121,poisonous,convex,smooth,brown,spicy,several,woods
7122,poisonous,knobbed,scaly,brown,fishy,several,woods
7123,poisonous,convex,smooth,red,spicy,several,woods
7124,edible,knobbed,smooth,white,none,numerous,grasses
7125,poisonous,flat,scaly,brown,spicy,several,paths
7126,poisonous,knobbed,smooth,red,spicy,several,paths
7127,poisonous,knobbed,smooth,red,fishy,several,paths
7128,poisonous,flat,scaly,red,foul,several,leaves
7129,edible,flat,smooth,brown,none,several,leaves
7130,poisonous,flat,scaly,brown,fishy,several,woods
7131,poisonous,knobbed,scaly,red,fishy,several,woods
7132,poisonous,knobbed,smooth,red,fishy,several,woods
7133,poisonous,knobbed,smooth,red,foul,several,leaves
7134,edible,bell,smooth,brown,none,several,leaves
7135,edible,knobbed,smooth,gray,none,scattered,grasses
7136,edible,convex,smooth,brown,none,several,leaves
7137,edible,convex,fibrous,gray,none,numerous,grasses
7138,poisonous,knobbed,smooth,red,fishy,several,woods
7139,poisonous,flat,scaly,red,foul,several,woods
7140,poisonous,knobbed,smooth,brown,spicy,several,woods
7141,poisonous,knobbed,smooth,brown,fishy,several,paths
7142,edible,bell,smooth,white,none,numerous,grasses
7143,poisonous,flat,smooth,brown,spicy,several,woods
7144,edible,bell,fibrous,gray,none,numerous,grasses
7145,poisonous,convex,smooth,brown,foul,several,woods
7146,poisonous,convex,scaly,red,foul,several,leaves
7147,poisonous,flat,scaly,cinnamon,musty,clustered,woods
7148,poisonous,flat,smooth,brown,spicy,several,woods
7149,poisonous,convex,scaly,red,spicy,several,leaves
7150,poisonous,flat,smooth,brown,spicy,several,leaves
7151,poisonous,flat,scaly,red,foul,several,paths
7152,poisonous,flat,smooth,red,foul,several,leaves
7153,poisonous,convex,smooth,red,spicy,several,woods
7154,edible,knobbed,smooth,gray,none,scattered,grasses
7155,poisonous,convex,smooth,red,fishy,several,paths
7156,poisonous,knobbed,smooth,brown,fishy,several,leaves
7157,poisonous,knobbed,scaly,red,spicy,several,leaves
7158,poisonous,convex,smooth,brown,fishy,several,paths
7159,edible,bell,smooth,gray,none,numerous,grasses
7160,poisonous,convex,smooth,brown,spicy,several,leaves
7161,poisonous,flat,smooth,red,spicy,several,woods
7162,poisonous,knobbed,smooth,brown,spicy,several,woods
7163,edible,bell,smooth,gray,none,scattered,grasses
7164,poisonous,convex,smooth,brown,fishy,several,paths
7165,poisonous,flat,scaly,red,fishy,several,paths
7166,poisonous,flat,smooth,red,fishy,several,woods
7167,poisonous,flat,scaly,brown,musty,clustered,woods
7168,edible,bell,fibrous,gray,none,scattered,grasses
7169,poisonous,flat,smooth,red,foul,several,paths
7170,poisonous,knobbed,smooth,brown,foul,several,leaves
7171,edible,knobbed,smooth,gray,none,numerous,grasses
7172,poisonous,knobbed,scaly,brown,foul,several,leaves
7173,poisonous,convex,smooth,red,spicy,several,leaves
7174,edible,bell,smooth,brown,none,clustered,leaves
7175,poisonous,knobbed,scaly,brown,foul,several,leaves
7176,poisonous,flat,scaly,brown,spicy,several,leaves
7177,edible,convex,smooth,brown,none,clustered,leaves
7178,poisonous,knobbed,smooth,brown,foul,several,leaves
7179,poisonous,knobbed,smooth,brown,foul,several,woods
7180,poisonous,knobbed,smooth,brown,spicy,several,paths
7181,poisonous,knobbed,smooth,brown,spicy,several,paths
7182,edible,flat,scaly,cinnamon,none,soletary,paths
7183,edible,flat,smooth,brown,none,clustered,leaves
7184,edible,bell,smooth,white,none,numerous,grasses
7185,poisonous,knobbed,smooth,red,spicy,several,paths
7186,edible,bell,smooth,gray,none,numerous,grasses
7187,poisonous,knobbed,scaly,red,fishy,several,paths
7188,poisonous,knobbed,scaly,brown,spicy,several,woods
7189,edible,convex,smooth,brown,none,clustered,leaves
7190,poisonous,convex,smooth,red,fishy,several,paths
7191,poisonous,convex,smooth,brown,foul,several,woods
7192,poisonous,flat,smooth,red,fishy,several,leaves
7193,poisonous,flat,scaly,red,spicy,several,paths
7194,poisonous,convex,scaly,red,spicy,several,paths
7195,poisonous,knobbed,smooth,red,foul,several,woods
7196,edible,knobbed,scaly,brown,none,soletary,woods
7197,poisonous,flat,smooth,red,foul,several,woods
7198,poisonous,knobbed,smooth,brown,spicy,several,paths
7199,poisonous,flat,scaly,brown,fishy,several,paths
7200,poisonous,flat,smooth,red,foul,several,woods
7201,edible,knobbed,fibrous,gray,none,numerous,grasses
7202,poisonous,knobbed,smooth,brown,foul,several,woods
7203,edible,bell,fibrous,white,none,scattered,grasses
7204,poisonous,knobbed,smooth,red,fishy,several,leaves
7205,edible,convex,smooth,gray,none,numerous,grasses
7206,edible,knobbed,smooth,brown,none,clustered,leaves
7207,poisonous,knobbed,smooth,red,foul,several,paths
7208,poisonous,knobbed,scaly,brown,foul,several,leaves
7209,edible,knobbed,fibrous,gray,none,numerous,grasses
7210,poisonous,convex,smooth,brown,fishy,several,leaves
7211,poisonous,knobbed,scaly,brown,spicy,several,leaves
7212,edible,convex,fibrous,white,none,numerous,grasses
7213,poisonous,knobbed,scaly,red,foul,several,paths
7214,poisonous,knobbed,smooth,red,foul,several,leaves
7215,poisonous,knobbed,smooth,red,foul,several,leaves
7216,poisonous,knobbed,scaly,red,spicy,several,paths
7217,poisonous,knobbed,scaly,brown,spicy,several,paths
7218,edible,knobbed,smooth,gray,none,numerous,grasses
7219,poisonous,knobbed,scaly,brown,foul,several,paths
7220,poisonous,knobbed,smooth,red,foul,several,leaves
7221,edible,convex,smooth,gray,none,numerous,grasses
7222,edible,flat,smooth,brown,none,several,leaves
7223,edible,knobbed,smooth,gray,none,numerous,grasses
7224,poisonous,convex,smooth,red,spicy,several,paths
7225,poisonous,knobbed,smooth,brown,foul,several,woods
7226,poisonous,knobbed,smooth,brown,spicy,several,paths
7227,edible,convex,smooth,gray,none,scattered,grasses
7228,poisonous,knobbed,scaly,red,spicy,several,paths
7229,edible,flat,smooth,brown,none,several,leaves
7230,edible,knobbed,smooth,white,none,numerous,grasses
7231,poisonous,flat,scaly,red,musty,clustered,woods
7232,edible,bell,smooth,gray,none,scattered,grasses
7233,poisonous,flat,scaly,brown,fishy,several,paths
7234,edible,bell,smooth,brown,none,clustered,leaves
7235,edible,bell,smooth,gray,none,numerous,grasses
7236,edible,knobbed,smooth,brown,none,clustered,leaves
7237,edible,bell,smooth,gray,none,numerous,grasses
7238,poisonous,knobbed,smooth,brown,foul,several,leaves
7239,poisonous,knobbed,scaly,brown,fishy,several,paths
7240,edible,flat,smooth,brown,none,clustered,leaves
7241,poisonous,knobbed,smooth,red,fishy,several,paths
7242,poisonous,flat,smooth,red,fishy,several,paths
7243,poisonous,knobbed,smooth,brown,fishy,several,leaves
7244,poisonous,knobbed,smooth,brown,spicy,several,leaves
7245,edible,bell,smooth,brown,none,several,leaves
7246,edible,knobbed,fibrous,gray,none,scattered,grasses
7247,edible,bell,smooth,brown,none,clustered,leaves
7248,poisonous,knobbed,smooth,brown,spicy,several,leaves
7249,poisonous,knobbed,scaly,red,spicy,several,leaves
7250,poisonous,knobbed,scaly,red,fishy,several,paths
7251,poisonous,knobbed,smooth,brown,fishy,several,leaves
7252,edible,flat,smooth,brown,none,clustered,leaves
7253,poisonous,knobbed,smooth,red,fishy,several,woods
7254,edible,convex,smooth,brown,none,several,leaves
7255,poisonous,knobbed,smooth,brown,fishy,several,woods
7256,edible,knobbed,smooth,white,none,scattered,grasses
7257,poisonous,knobbed,scaly,red,foul,several,woods
7258,poisonous,knobbed,scaly,brown,foul,several,woods
7259,edible,knobbed,fibrous,gray,none,scattered,grasses
7260,poisonous,flat,smooth,brown,fishy,several,paths
7261,edible,convex,smooth,gray,none,numerous,grasses
7262,poisonous,knobbed,scaly,brown,foul,several,paths
7263,poisonous,flat,smooth,red,foul,several,woods
7264,edible,convex,fibrous,white,none,numerous,grasses
7265,poisonous,knobbed,scaly,brown,spicy,several,leaves
7266,poisonous,flat,scaly,brown,musty,clustered,woods
7267,edible,bell,fibrous,gray,none,numerous,grasses
7268,poisonous,knobbed,scaly,red,fishy,several,paths
7269,poisonous,convex,scaly,red,spicy,several,woods
7270,poisonous,knobbed,smooth,red,fishy,several,leaves
7271,edible,knobbed,fibrous,gray,none,numerous,grasses
7272,edible,knobbed,fibrous,white,none,scattered,grasses
7273,poisonous,knobbed,scaly,red,spicy,several,woods
7274,edible,knobbed,smooth,gray,none,numerous,grasses
7275,poisonous,knobbed,smooth,brown,foul,several,woods
7276,poisonous,knobbed,scaly,brown,fishy,several,leaves
7277,edible,knobbed,smooth,white,none,scattered,grasses
7278,poisonous,knobbed,scaly,red,fishy,several,leaves
7279,edible,bell,smooth,white,none,scattered,grasses
7280,poisonous,knobbed,smooth,brown,fishy,several,woods
7281,edible,convex,smooth,white,none,numerous,grasses
7282,edible,bell,smooth,brown,none,several,leaves
7283,poisonous,knobbed,smooth,brown,spicy,several,woods
7284,poisonous,knobbed,scaly,red,foul,several,paths
7285,edible,convex,fibrous,white,none,numerous,grasses
7286,poisonous,convex,scaly,red,musty,clustered,woods
7287,poisonous,knobbed,smooth,red,fishy,several,paths
7288,poisonous,knobbed,smooth,brown,foul,several,leaves
7289,poisonous,knobbed,scaly,brown,fishy,several,paths
7290,poisonous,knobbed,smooth,red,foul,several,woods
7291,edible,knobbed,smooth,brown,none,clustered,leaves
7292,poisonous,knobbed,scaly,brown,foul,several,leaves
7293,edible,flat,scaly,brown,none,soletary,woods
7294,edible,knobbed,smooth,gray,none,numerous,grasses
7295,poisonous,flat,scaly,red,fishy,several,leaves
7296,poisonous,knobbed,scaly,yellow,none,clustered,leaves
7297,poisonous,knobbed,scaly,red,fishy,several,paths
7298,poisonous,knobbed,smooth,red,spicy,several,leaves
7299,poisonous,knobbed,scaly,red,spicy,several,leaves
7300,edible,bell,smooth,brown,none,clustered,leaves
7301,edible,convex,smooth,gray,none,soletary,paths
7302,edible,knobbed,smooth,gray,none,numerous,grasses
7303,poisonous,flat,scaly,red,spicy,several,paths
7304,poisonous,knobbed,smooth,red,spicy,several,paths
7305,poisonous,knobbed,scaly,red,spicy,several,leaves
